"Reporting starts","Reporting ends","Ad name","Date created","Attribution setting","Amount spent (USD)","Cost per results","Result indicator",Purchases,"Purchase ROAS (return on ad spend)","CPM (cost per 1,000 impressions) (USD)","CPC (cost per link click) (USD)","Unique CTR (link click-through rate)",Reach,Impressions,Hook,Hold
2019-12-30,2023-01-30,"Green Light - Copy",2021-11-24,"7-day click",5.3,,,,,92.982456,,0,54,57,0.43859649,0.10526316
2019-12-30,2023-01-30,"Green Light - Copy",2021-11-24,"7-day click",6.42,6.42,actions:offsite_conversion.fb_pixel_purchase,1,6.222741,136.595745,6.42,2.631579,38,47,0.44680851,0.21276596
2019-12-30,2023-01-30,"look what I found - Copy",2021-11-24,"7-day click",20.61,20.61,actions:offsite_conversion.fb_pixel_purchase,1,5.233867,62.454545,2.944286,2.020202,297,330,0.22727273,0.1
2019-12-30,2023-01-30,"look what I found - Copy",2021-11-24,"7-day click",12.73,,,,,97.175573,6.365,2.061856,97,131,0.16793893,0.0610687
2019-12-30,2023-01-30,"look what I found - Copy",2021-11-24,"7-day click",11.08,,,,,107.572816,2.77,4.651163,86,103,0.17475728,0.01941748
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click",7.66,,,,,87.045455,,0,86,88,0.21590909,0.13636364
2019-12-30,2023-01-30,"look what I found - Copy",2021-11-24,"7-day click",334.02,83.505,actions:offsite_conversion.fb_pixel_purchase,4,0.772858,73.849215,5.475738,1.723148,3482,4523,0.18748618,0.04112315
2019-12-30,2023-01-30,"Green Light - Copy",2021-11-24,"7-day click",184.88,92.44,actions:offsite_conversion.fb_pixel_purchase,2,0.631815,73.248811,5.135556,1.683168,2020,2524,0.35736926,0.10538827
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click",341.48,56.913333333333,actions:offsite_conversion.fb_pixel_purchase,6,1.195883,72.347458,5.691333,1.499856,3467,4720,0.21461864,0.07055085
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click",1491.55,64.85,actions:offsite_conversion.fb_pixel_purchase,23,0.960799,86.152024,5.872244,2.311093,9952,17313,0.19430486,0.05065558
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click",45.26,,,,,75.182724,9.052,0.957854,522,602,0.28239203,0.17940199
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click",3.16,,,,,11.791045,3.16,0.387597,258,268,0.25,0.08955224
2019-12-30,2023-01-30,"Green Light - Copy",2021-11-24,"7-day click",6.52,,,,,10.382166,3.26,0.32,625,628,0.59076433,0.12579618
2019-12-30,2023-01-30,"look what I found - Copy",2021-11-24,"7-day click",33.72,,,,,16.057143,1.983529,0.833333,2040,2100,0.27714286,0.03142857
2019-12-30,2023-01-30,"look what I found - Copy",2021-11-24,"7-day click",36.97,12.323333333333,actions:offsite_conversion.fb_pixel_purchase,3,5.854477,16.229148,1.421923,1.164875,2232,2278,0.26997366,0.02941176
2019-12-30,2023-01-30,"Green Light - Copy",2021-11-24,"7-day click",8.7,,,,,13.615023,2.175,0.629921,635,639,0.58685446,0.12832551
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click",30.42,,,,,21.287614,1.322609,1.670298,1377,1429,0.21553534,0.03708887
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click",0.54,,,,,11.73913,,0,46,46,0.41304348,0.30434783
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click",19.02,,,,,20.021053,1.118824,1.646542,911,950,0.16736842,0.03157895
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click",0.05,,,,,5,,0,9,10,0.4,0.2
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click",0.4,,,,,12.121212,0.4,3.030303,33,33,0.36363636,0.15151515
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click",9.72,,,,,15.379747,0.972,1.626016,615,632,0.25316456,0.0806962
2019-12-30,2023-01-30,"Green Light - Copy",2021-11-24,"7-day click",4.43,,,,,10.804878,1.476667,0.738916,406,410,0.6195122,0.14634146
2019-12-30,2023-01-30,"look what I found - Copy",2021-11-24,"7-day click",9.1,,,,,15.268456,1.3,1.016949,590,596,0.23825503,0.02684564
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click",5.54,,,,,21.389961,5.54,0.414938,241,259,0.18146718,0.01158301
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click",6.89,,,,,20.690691,0.626364,3.536977,311,333,0.22822823,0.05705706
2019-12-30,2023-01-30,"Green Light - Copy",2021-11-24,"7-day click",3.1,3.1,actions:offsite_conversion.fb_pixel_purchase,1,14.483871,11.481481,0.775,1.486989,269,270,0.55925926,0.14814815
2019-12-30,2023-01-30,"Green Light - Copy",2021-11-24,"7-day click",3.17,,,,,12.629482,0.7925,1.6,250,251,0.66932271,0.17131474
2019-12-30,2023-01-30,"look what I found - Copy",2021-11-24,"7-day click",14.93,,,,,15.487552,2.132857,0.636267,943,964,0.25,0.03008299
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click",7.06,,,,,18.102564,1.176667,1.583113,379,390,0.21538462,0.03846154
2019-12-30,2023-01-30,"look what I found - Copy",2021-11-24,"7-day click",13.79,,,,,15.670455,0.985,1.508121,862,880,0.26818182,0.03863636
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click",4.33,,,,,11.455026,0.54125,2.173913,368,378,0.33333333,0.10582011
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click",0.31,,,,,11.071429,,0,27,28,0.35714286,0.25
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click",3.19,,,,,8.372703,1.063333,0.797872,376,381,0.30183727,0.06299213
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click",0.56,,,,,16,,0,33,35,0.48571429,0.28571429
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click",1.89,,,,,13.79562,0.63,2.205882,136,137,0.29927007,0.15328467
2019-12-30,2023-01-30,"look what I found - Copy",2021-11-24,"7-day click",10.2,,,,,22.666667,1.457143,1.594533,439,450,0.28,0.04666667
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click",1.65,,,,,23.913043,1.65,1.449275,69,69,0.26086957,0.11594203
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click",21.27,21.27,actions:offsite_conversion.fb_pixel_purchase,1,1.878232,24.115646,1.7725,1.262916,871,882,0.24036281,0.04875283
2019-12-30,2023-01-30,"Green Light - Copy",2021-11-24,"7-day click",6.15,,,,,17.571429,2.05,0.869565,345,350,0.59142857,0.15142857
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click",0.06,,,,,7.5,,0,8,8,0.75,0.375
2019-12-30,2023-01-30,"Green Light - Copy",2021-11-24,"7-day click",14.88,,,,,21.50289,3.72,0.582242,687,692,0.58526012,0.14884393
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click",2.65,,,,,27.604167,1.325,2.150538,93,96,0.3125,0.125
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click",0.15,,,,,11.538462,,0,12,13,0.46153846,0.30769231
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click",0.45,,,,,21.428571,0.45,5.555556,18,21,0.38095238,0.23809524
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click",23.53,23.53,actions:offsite_conversion.fb_pixel_purchase,1,3.056099,31.083223,1.307222,2.419355,744,757,0.26023778,0.04755614
2019-12-30,2023-01-30,"Green Light - Copy",2021-11-24,"7-day click",6.1,,,,,22.021661,6.1,0.363636,275,277,0.58122744,0.14079422
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click",1.86,,,,,22.962963,,0,81,81,0.2962963,0.07407407
2019-12-30,2023-01-30,"look what I found - Copy",2021-11-24,"7-day click",17.31,,,,,29.388795,2.16375,1.396161,573,589,0.27504244,0.03904924
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click",0.29,,,,,19.333333,,0,15,15,0.46666667,0.13333333
2019-12-30,2023-01-30,"look what I found - Copy",2021-11-24,"7-day click",10.55,,,,,26.17866,1.31875,2.040816,392,403,0.25310174,0.03473945
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click",46.04,46.04,actions:offsite_conversion.fb_pixel_purchase,1,0.867724,35.064737,2.192381,1.644479,1277,1313,0.24067022,0.06092917
2019-12-30,2023-01-30,"Green Light - Copy",2021-11-24,"7-day click",9.75,9.75,actions:offsite_conversion.fb_pixel_purchase,1,4.097436,20.967742,2.4375,0.646552,464,465,0.54193548,0.12688172
2019-12-30,2023-01-30,"Green Light - Copy",2021-11-24,"7-day click",15.76,,,,,21.097724,2.251429,0.948509,738,747,0.55957162,0.14457831
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click",173.05,86.525,actions:offsite_conversion.fb_pixel_purchase,2,0.646403,39.231467,1.860753,2.011834,4225,4411,0.25776468,0.06665155
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click",0.74,,,,,24.666667,,0,25,30,0.26666667,0.2
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click",12.19,12.19,actions:offsite_conversion.fb_pixel_purchase,1,3.114028,26.5,1.52375,1.789709,447,460,0.28478261,0.08478261
2019-12-30,2023-01-30,"look what I found - Copy",2021-11-24,"7-day click",42.17,10.5425,actions:offsite_conversion.fb_pixel_purchase,4,6.110742,27.508154,2.008095,1.279461,1485,1533,0.2654925,0.03131115
2019-12-30,2023-01-30,"look what I found - Copy",2021-11-24,"7-day click",48.65,24.325,actions:offsite_conversion.fb_pixel_purchase,2,1.642343,27.331461,2.211364,1.276843,1723,1780,0.27247191,0.03764045
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click",15.37,,,,,28.09872,1.024667,2.48566,523,547,0.28153565,0.09872029
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click",116.39,29.0975,actions:offsite_conversion.fb_pixel_purchase,4,1.055503,34.424726,1.84746,1.842186,3257,3381,0.22981366,0.054126
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",0.05,,,,,10,,0,5,5,,
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",0,,,,,0,,0,1,1,1,
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",0,,,,,0,,0,1,1,,
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",0,,,,,0,,0,5,5,0.2,0.2
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",0.07,,,,,8.75,,0,8,8,0.5,0.125
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",0,,,,,0,,0,2,2,0.5,
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",0,,,,,0,,0,1,1,,
2019-12-30,2023-01-30,"baby dance - Copy",2021-11-24,"7-day click or 1-day view",0,,,,,0,,0,1,1,,
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",0,,,,,0,,0,1,1,,
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click or 1-day view",0.12,,,,,0.909091,,0,132,132,0.10606061,0.06818182
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",0,,,,,0,,0,2,2,1,
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",40.65,,,,,3.918828,1.098649,0.358597,10318,10373,0.20717247,0.06584402
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",796.8,19.92,actions:offsite_conversion.fb_pixel_purchase,40,2.939194,10.128771,1.212785,0.828002,77536,78667,0.18949496,0.03814814
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click or 1-day view",19.09,,,,,7.430907,4.7725,0.160256,2496,2569,0.20903075,0.11327365
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",42.58,,,,,3.230162,0.887083,0.3567,12896,13182,0.19837657,0.06690942
2019-12-30,2023-01-30,"baby dance - Copy",2021-11-24,"7-day click or 1-day view",49.18,49.18,actions:offsite_conversion.fb_pixel_purchase,1,0.812322,10.146482,1.891538,0.552486,4706,4847,0.28739426,0.13843615
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",704.12,35.206,actions:offsite_conversion.fb_pixel_purchase,20,2.317929,11.300817,1.341181,0.828957,60558,62307,0.17522911,0.0382461
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",549.26,34.32875,actions:offsite_conversion.fb_pixel_purchase,16,1.723082,10.166022,1.186307,0.864032,51387,54029,0.18915767,0.03722075
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",67.24,22.413333333333,actions:offsite_conversion.fb_pixel_purchase,3,3.218917,3.552597,0.921096,0.385692,18927,18927,0.19601627,0.06778676
2019-12-30,2023-01-30,"baby dance - Copy",2021-11-24,"7-day click or 1-day view",38.71,12.903333333333,actions:offsite_conversion.fb_pixel_purchase,3,2.141565,8.632917,1.843333,0.455789,4388,4484,0.27007136,0.13269402
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",848.47,24.242,actions:offsite_conversion.fb_pixel_purchase,35,2.764341,14.464447,1.467941,1.02141,55022,58659,0.20718048,0.04515931
2019-12-30,2023-01-30,"baby dance - Copy",2021-11-24,"7-day click or 1-day view",37.85,18.925,actions:offsite_conversion.fb_pixel_purchase,2,1.134742,15.970464,2.703571,0.602151,2325,2370,0.30084388,0.15232068
2019-12-30,2023-01-30,"baby dance - Copy",2021-11-24,"7-day click or 1-day view",48.9,24.45,actions:offsite_conversion.fb_pixel_purchase,2,2.287526,11.350975,1.746429,0.664294,4215,4308,0.27994429,0.13811513
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",75.88,75.88,actions:offsite_conversion.fb_pixel_purchase,1,0.526489,5.113552,1.068732,0.47173,14839,14839,0.21295236,0.08113754
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",57.22,9.5366666666667,actions:offsite_conversion.fb_pixel_purchase,6,5.934638,5.746134,1.040364,0.552198,9598,9958,0.19039968,0.0682868
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",805.78,26.859333333333,actions:offsite_conversion.fb_pixel_purchase,30,1.754213,14.786311,1.268945,1.148103,53915,54495,0.20506468,0.04393064
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",64.83,21.61,actions:offsite_conversion.fb_pixel_purchase,3,5.587691,4.455364,0.982273,0.442167,14248,14551,0.20947014,0.07064807
2019-12-30,2023-01-30,"baby dance - Copy",2021-11-24,"7-day click or 1-day view",51.39,,,,,8.529461,1.835357,0.457162,5906,6025,0.27767635,0.13576763
2019-12-30,2023-01-30,"baby dance - Copy",2021-11-24,"7-day click or 1-day view",15.27,15.27,actions:offsite_conversion.fb_pixel_purchase,1,2.354944,14.710983,1.90875,0.782014,1023,1038,0.28034682,0.14547206
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",1.83,,,,,2.033333,0.4575,0.333333,900,900,0.15111111,0.04777778
2019-12-30,2023-01-30,"baby dance - Copy",2021-11-24,"7-day click or 1-day view",2.6,,,,,5.15873,2.6,0.199601,501,504,0.24404762,0.11904762
2019-12-30,2023-01-30,"baby dance - Copy",2021-11-24,"7-day click or 1-day view",1.49,,,,,10.205479,1.49,0.694444,144,146,0.26027397,0.1369863
2019-12-30,2023-01-30,"baby dance - Copy",2021-11-24,"7-day click or 1-day view",10.44,,,,,15.130435,2.088,0.730994,684,690,0.27101449,0.13913043
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click or 1-day view",0.2,,,,,5.405405,,0,37,37,0.24324324,0.13513514
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",19.5,19.5,actions:offsite_conversion.fb_pixel_purchase,1,2.072308,5.019305,0.975,0.465357,3868,3885,0.21235521,0.06872587
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click or 1-day view",1.19,,,,,4.97908,,0,238,239,0.21338912,0.11715481
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",27.25,,,,,5.940702,1.09,0.548486,4558,4587,0.1382167,0.03052104
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",0.61,,,,,2.284644,,0,267,267,0.22846442,0.08614232
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",2.33,2.33,actions:offsite_conversion.fb_pixel_purchase,1,17.145923,3.976109,1.165,0.344828,580,586,0.20477816,0.06143345
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",0.14,,,,,1.09375,,0,128,128,0.109375,0.0234375
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",4.32,,,,,5.877551,0.864,0.684932,730,735,0.16734694,0.03401361
2019-12-30,2023-01-30,"baby dance - Copy",2021-11-24,"7-day click or 1-day view",6.87,,,,,15.098901,1.145,1.106195,452,455,0.27032967,0.11208791
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click or 1-day view",2.45,,,,,18.148148,0.6125,3.174603,126,135,0.22962963,0.12592593
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",69.44,23.146666666667,actions:offsite_conversion.fb_pixel_purchase,3,3.18822,13.868584,1.361569,1.024096,4980,5007,0.22768125,0.04054324
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",379.2,14.584615384615,actions:offsite_conversion.fb_pixel_purchase,26,5.327743,13.853067,1.409665,0.979673,27254,27373,0.20878238,0.03748219
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",295.15,22.703846153846,actions:offsite_conversion.fb_pixel_purchase,13,3.533627,14.111207,1.347717,1.038898,20695,20916,0.21476382,0.04188181
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click or 1-day view",0.59,,,,,23.6,,0,25,25,0.28,0.16
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click or 1-day view",5.39,,,,,17.5,5.39,0.341297,293,308,0.20779221,0.11363636
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click or 1-day view",0.73,,,,,6.576577,,0,111,111,0.1981982,0.09009009
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",1.29,,,,,4.16129,1.29,0.322581,310,310,0.21935484,0.05806452
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",13.71,,,,,6.610415,1.523333,0.435624,2066,2074,0.25265188,0.07810993
2019-12-30,2023-01-30,"baby dance - Copy",2021-11-24,"7-day click or 1-day view",2.72,,,,,11.929825,,0,223,228,0.29824561,0.12719298
2019-12-30,2023-01-30,"baby dance - Copy",2021-11-24,"7-day click or 1-day view",66.25,66.25,actions:offsite_conversion.fb_pixel_purchase,1,0.643925,7.399754,1.948529,0.387023,8785,8953,0.26181168,0.11951301
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",1066.25,31.360294117647,actions:offsite_conversion.fb_pixel_purchase,34,1.686227,13.942283,1.356552,1.002944,76076,76476,0.20904598,0.04126785
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",113.43,16.204285714286,actions:offsite_conversion.fb_pixel_purchase,7,3.598695,4.836481,1.112059,0.441762,22863,23453,0.19289643,0.06540741
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",1006.31,38.704230769231,actions:offsite_conversion.fb_pixel_purchase,26,1.711659,15.057984,1.322352,1.142261,65134,66829,0.21176435,0.04518996
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",886.1,44.305,actions:offsite_conversion.fb_pixel_purchase,20,1.824783,7.862397,1.111794,0.717329,109852,112701,0.16649364,0.03165899
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click or 1-day view",20.68,20.68,actions:offsite_conversion.fb_pixel_purchase,1,2.062863,6.902537,2.585,0.276052,2898,2996,0.17189586,0.09445928
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",56.85,28.425,actions:offsite_conversion.fb_pixel_purchase,2,3.104485,2.906145,0.902381,0.321393,19291,19562,0.19410081,0.06538186
2019-12-30,2023-01-30,"baby dance - Copy",2021-11-24,"7-day click or 1-day view",19.3,,,,,6.922525,3.216667,0.216528,2771,2788,0.22058824,0.1025825
2019-12-30,2023-01-30,"baby dance - Copy",2021-11-24,"7-day click or 1-day view",52.69,26.345,actions:offsite_conversion.fb_pixel_purchase,2,1.516417,12.779529,1.816897,0.690335,4056,4123,0.29396071,0.14892069
2019-12-30,2023-01-30,"baby dance - Copy",2021-11-24,"7-day click or 1-day view",56.66,7.0825,actions:offsite_conversion.fb_pixel_purchase,8,8.050477,13.613647,1.71697,0.777265,4117,4162,0.30370014,0.14175877
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click or 1-day view",26.33,6.5825,actions:offsite_conversion.fb_pixel_purchase,4,9.938473,15.002849,3.29125,0.41841,1673,1755,0.21424501,0.12706553
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",95.46,19.092,actions:offsite_conversion.fb_pixel_purchase,5,3.135345,3.150287,0.467941,0.677511,29815,30302,0.14804303,0.03296812
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click or 1-day view",3.55,,,,,2.473868,0.507143,0.49435,1416,1435,0.23763066,0.12334495
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",49.22,24.61,actions:offsite_conversion.fb_pixel_purchase,2,3.585738,9.765873,1.00449,0.974155,5030,5040,0.18928571,0.04424603
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click or 1-day view",2.33,2.33,actions:offsite_conversion.fb_pixel_purchase,1,46.296137,9.137255,,0,252,255,0.16078431,0.08627451
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click or 1-day view",13.21,,,,,14.405671,1.200909,1.154734,866,917,0.28353326,0.16139586
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",1189.39,41.013448275862,actions:offsite_conversion.fb_pixel_purchase,29,1.529187,4.109067,0.94471,0.448606,277749,289455,0.18673023,0.06783783
2019-12-30,2023-01-30,"baby dance - Copy",2021-11-24,"7-day click or 1-day view",1488.51,26.580535714286,actions:offsite_conversion.fb_pixel_purchase,56,2.137016,10.674531,1.93313,0.576527,131130,139445,0.29461078,0.14208469
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",1.77,,,,,2.633929,0.4425,0.597907,669,672,0.23511905,0.07589286
2019-12-30,2023-01-30,"baby dance - Copy",2021-11-24,"7-day click or 1-day view",13.91,,,,,6.52439,1.391,0.47081,2124,2132,0.24530957,0.11397749
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",28.06,14.03,actions:offsite_conversion.fb_pixel_purchase,2,2.705274,4.205005,0.758378,0.570284,6488,6673,0.24666567,0.08167241
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",60.17,15.0425,actions:offsite_conversion.fb_pixel_purchase,4,4.351005,1.696124,0.532478,0.321178,35183,35475,0.19331924,0.06114165
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",59.88,59.88,actions:offsite_conversion.fb_pixel_purchase,1,0.667168,3.781736,0.7984,0.468503,15795,15834,0.13111027,0.02488316
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click or 1-day view",2.64,,,,,3.905325,0.88,0.447761,670,676,0.20710059,0.11982249
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",28.9,,,,,3.86467,1.313636,0.299198,7353,7478,0.19216368,0.06552554
2019-12-30,2023-01-30,"baby dance - Copy",2021-11-24,"7-day click or 1-day view",30.71,,,,,6.907332,2.047333,0.341375,4394,4446,0.24448943,0.10098965
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",94.15,18.83,actions:offsite_conversion.fb_pixel_purchase,5,3.17897,14.330289,1.743519,0.833595,6358,6570,0.20958904,0.04322679
2019-12-30,2023-01-30,"baby dance - Copy",2021-11-24,"7-day click or 1-day view",37.67,37.67,actions:offsite_conversion.fb_pixel_purchase,1,1.060526,7.114259,2.092778,0.344168,5230,5295,0.23626062,0.11312559
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click or 1-day view",5.05,,,,,3.01133,0.841667,0.3621,1657,1677,0.21645796,0.10793083
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",162.04,81.02,actions:offsite_conversion.fb_pixel_purchase,2,0.690323,3.500464,0.976145,0.361668,45622,46291,0.20464021,0.06841503
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",469.95,52.216666666667,actions:offsite_conversion.fb_pixel_purchase,9,1.322736,4.281536,1.14622,0.382733,105818,109762,0.1957417,0.06657131
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click or 1-day view",3.17,,,,,11.917293,1.585,0.796813,251,266,0.28947368,0.13533835
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click or 1-day view",11.23,11.23,actions:offsite_conversion.fb_pixel_purchase,1,6.403384,6.60977,2.8075,0.181928,1649,1699,0.2324897,0.11948205
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",3166.98,36.825348837209,actions:offsite_conversion.fb_pixel_purchase,86,1.6145,9.613835,1.274439,0.779967,308218,329419,0.17077036,0.03654616
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",39.55,6.5916666666667,actions:offsite_conversion.fb_pixel_purchase,6,8.363338,4.034891,0.859783,0.450635,9764,9802,0.22913691,0.07365844
2019-12-30,2023-01-30,"baby dance - Copy",2021-11-24,"7-day click or 1-day view",185.81,30.968333333333,actions:offsite_conversion.fb_pixel_purchase,6,1.484742,5.321477,1.523033,0.338701,34839,34917,0.2017069,0.09860526
